ID,Panel temperature ,Site temperature ,Light intensity,Wind speed ,Wind direction ,Power,narx,error,errorh
5328,-10.64,-13.4,271,3,308,5.87618628,3.420570559,2.455615721,0.25786
5329,-9.79,-13.2,274,2.9,256,6.645282776,5.677879585,0.967403191,1.97673
5330,-8,-12.9,256,3.3,224,6.138623075,6.840287755,-0.70166468,0.5731
5333,-5.64,-12.4,325,5.2,243,7.237558526,6.441967548,0.795590978,-0.19878
5334,-4.77,-11.9,350,2.4,222,7.557739888,7.198448366,0.359291522,1.02232
5336,-4.1,-11.8,330,3.4,278,7.470461647,7.545852813,-0.075391166,0.38616
5337,-3.97,-11.8,314,3.8,276,7.071534925,7.470849005,-0.39931408,0.21178
5338,-4.49,-11.5,308,3.2,231,7.274919858,6.788293238,0.48662662,-0.70763
5342,-3.83,-11.1,323,3.7,275,7.765670228,6.978166134,0.787504094,0.66304
5343,-3.6,-11.2,308,2.6,275,7.402928796,7.378707894,0.024220902,0.28302
5344,-3.14,-11.1,326,2.9,275,7.215895463,7.10803202,0.107863443,0.1644
5345,-2.94,-11.2,374,4.9,264,7.962060534,7.257431751,0.704628783,-0.13861
5347,-2.69,-10.9,384,3.9,265,8.24809989,7.825176316,0.422923574,1.28757
5348,-2.69,-11,346,3.8,260,7.24072784,8.114410378,-0.873682538,0.30641
5349,-2.71,-10.8,346,3.3,253,6.769295439,7.210222512,-0.440927073,-0.28317
5350,-3.31,-10.7,379,3.8,282,6.829792511,6.798012019,0.031780492,-1.16485
5351,-3.14,-10.5,411,4.6,242,8.248107643,6.702713888,1.545393755,-0.38301
5352,-2.83,-10.4,377,3.9,272,8.799909484,7.87000918,0.929900304,0.95416
5353,-2.62,-10.4,356,4.5,260,8.085914132,8.320406334,-0.234492202,0.78665
5354,-2.27,-10.2,390,3.8,266,7.907726058,8.016440328,-0.10871427,-0.17467
5355,-1.58,-10.1,398,3.3,237,8.365564225,8.132761082,0.232803143,-0.10698
5356,-1.12,-9.7,443,2.9,232,8.880896559,8.041240999,0.83965556,-0.12088
5357,-0.64,-9.4,423,3.6,274,9.160094488,8.797472322,0.362622166,0.85952
5358,0.31,-9.5,448,2.5,262,9.105111661,8.813837121,0.29127454,0.36243
5359,0.24,-9.1,347,2.7,272,8.069203106,9.158216345,-1.089013239,1.12128
5361,-0.91,-9.2,402,3.8,262,7.197994218,7.767273256,-0.569279038,-2.52993
5363,0.66,-8.1,501,1.4,79,10.39543772,7.533471794,2.861965926,0.35419
5367,2.43,-7.9,412,1.3,249,9.25486291,9.545885318,-0.291022408,1.35419
5368,2.58,-8,390,3.1,247,8.572186272,8.662800657,-0.090614385,0.5261
5370,1.57,-7.9,333,4.5,249,7.683453856,8.752720146,-1.06926629,-0.77874
5373,0.28,-7.7,461,4.4,281,9.115862892,7.312434851,1.803428041,-1.07473
5374,1.64,-7.1,510,3.4,203,9.862983504,9.019586948,0.843396556,0.9024
5378,3.76,-6.7,509,4.8,277,10.55695991,9.599334423,0.957625487,0.43727
5380,3.66,-6.3,512,4.2,275,10.52077549,10.47240379,0.0483717,1.19857
5382,3.62,-5.9,521,4.7,239,10.62327821,10.44559604,0.177682168,0.16346
5387,3.93,-5.7,515,6.1,216,11.11424835,10.88883886,0.225409491,0.99493
5388,4.25,-5.8,475,3,260,10.10466413,10.75795273,-0.653288605,0.57147
5389,4.1,-5.6,526,4.7,261,9.678670417,10.17031548,-0.491645068,-0.49333
5390,4.08,-5.8,537,4.7,234,11.10669902,10.26590516,0.840793864,-0.34562
5391,3.99,-5.4,528,6.9,259,11.1084709,10.59082019,0.517650711,0.57542
5394,4.43,-5.1,528,5.5,277,10.97666188,10.61315922,0.36350266,0.74812
5396,4.24,-5.2,521,3.8,232,10.53763914,11.17909793,-0.641458789,0.65617
5397,4.68,-5.3,522,4.4,259,10.85925918,10.88189863,-0.022639445,-0.31247
5400,5.3,-4.8,529,2.6,235,10.78783911,10.67818049,0.109658619,0.31996
5402,6.12,-4.8,528,4,275,10.7189771,10.63458561,0.084391493,0.09826
5404,5.76,-4.7,523,2.9,265,10.60220132,10.73127431,-0.129072986,0.28819
5405,5.7,-4.9,519,3.4,190,10.61551774,10.51281956,0.102698181,-0.1075
5406,5.72,-4.8,521,5.2,211,10.61152827,10.60399276,0.007535508,0.24728
5407,5.39,-4.8,515,4.2,223,10.57899044,10.35564007,0.223350366,-0.13143
5408,4.89,-4.5,516,3.4,266,10.51449039,10.33938251,0.175107885,0.5226
5410,5.41,-4.7,504,4.4,248,10.3432085,10.54794454,-0.204736038,0.0806
5411,5.7,-4.1,498,4.1,253,10.24031123,10.25338687,-0.013075645,0.12927
5412,5.68,-4.4,498,4,249,10.10830707,10.16404559,-0.055738517,-0.05116
5413,5.78,-4.1,488,3.4,255,9.997947863,9.987720145,0.010227718,0.03544
5414,5.91,-4,501,4.5,282,9.966818264,9.869601615,0.097216649,-0.17238
5415,5.35,-4,499,3.4,252,10.02949853,9.815135626,0.214362904,0.10029
5416,5.12,-4,496,4,261,10.04217979,9.909890785,0.132289005,-0.02202
5417,5.66,-3.9,491,5,269,10.10287234,9.881863222,0.221009118,0.17328
5418,5.66,-4,491,5,269,9.907168192,9.786016693,0.121151499,0.16296
5420,5.89,-3.7,473,3.9,259,9.682617904,9.801333853,-0.118715949,0.35867
5422,5.87,-3.5,462,4.2,258,9.277417299,9.600761464,-0.323344165,-0.28638
5423,5.85,-3.5,470,6.3,254,9.531703094,9.169812191,0.361890903,-0.20994
5425,5.45,-3.5,460,4.7,277,9.346725163,9.217847883,0.12887728,0.1408
5429,5.7,-3.2,445,4.3,262,9.093097568,9.076084147,0.017013421,0.03016
5430,6.01,-2.9,435,4,260,8.934967899,8.949888601,-0.014920702,-0.15092
5431,5.72,-2.9,437,2.7,262,8.986392414,8.714961656,0.271430758,-0.13687
5433,5.74,-2.8,432,3.3,248,8.78888457,8.654652615,0.134231955,0.03324
5435,5.43,-2.7,419,4.3,259,8.669448166,8.489000708,0.180447458,-0.10342
5436,5.43,-2.7,419,4.3,259,8.506317301,8.308986582,0.197330719,-0.013
5438,5.58,-2.5,400,6.2,269,8.421703551,8.166513481,0.25519007,-0.06225
5439,5.7,-2.5,400,6.2,269,8.234441163,7.9699082,0.264532963,0.0665
5441,5.27,-2.2,398,5,228,8.275889522,7.934780018,0.341109504,0.13635
5442,5.66,-2.1,378,3.1,253,7.908936493,7.978724325,-0.069787832,0.51608
5450,5.14,-1.8,326,4.1,262,7.024067707,7.511902905,-0.487835198,-0.2895
5451,4.99,-1.5,318,3.9,252,6.954421271,6.652181608,0.302239663,-0.42452
5453,4.62,-1.5,303,3.8,269,6.629317461,6.465479862,0.163837599,-0.12782
5454,4.51,-1.6,289,4.5,243,6.458420275,6.11224032,0.346179955,-0.2848
5455,4.53,-1.5,286,4.7,224,6.270027938,5.879591263,0.390436675,-0.0575
5456,4.18,-1.4,273,2.9,276,6.210690901,5.791177799,0.419513102,-0.07933
5458,4.12,-1.4,267,5.4,282,6.14211258,5.64971146,0.49240112,0.18059
5459,3.8,-1.3,259,2.1,249,5.694267576,5.611300995,0.082966581,0.27051
5460,3.47,-1.3,253,5,261,5.5361277,5.309248516,0.226879184,-0.22444
5461,3.35,-1.4,244,5,253,5.654364201,5.092452708,0.561911493,0.38151
5466,2.81,-1.2,210,2.8,266,4.780487854,5.029825119,-0.249337265,0.28762
5468,2.41,-1.2,192,3.9,280,4.544149718,4.44112355,0.103026168,-0.15772
5471,1.68,-1.4,169,2.2,244,3.989367452,3.975072581,0.014294871,-0.07781
5472,1.33,-1.5,158,3,252,3.849036161,3.433975166,0.415060995,-0.29165
5473,1.26,-1.5,157,5.2,257,3.763672228,3.359758544,0.403913684,0.21753
5474,0.89,-1.5,147,3.3,235,3.549621748,3.371551115,0.178070633,0.0892
5475,0.76,-1.5,144,4.5,261,3.480344839,3.228297452,0.252047387,0.09743
5476,0.58,-1.5,140,4.7,256,3.39590681,3.163036365,0.232870445,0.25717
5479,0.49,-1.5,137,3,252,2.784093947,2.970797987,-0.18670404,0.25354
5481,0.22,-1.4,108,2.6,255,2.487808821,2.636797484,-0.148988663,-0.30356
5483,-0.23,-1.4,95,1.5,232,2.328054763,1.994436324,0.333618439,-0.30051
5484,-0.56,-1.4,90,3.6,222,2.175866452,1.781664842,0.39420161,0.08589
5485,-0.77,-1.5,79,2.1,259,1.865235595,1.785433022,0.079802573,0.07369
5486,-0.96,-1.5,73,0.9,257,1.73882429,1.490979277,0.247845013,-0.06554
5488,-1.43,-1.6,69,0.3,214,1.550386873,1.381413121,0.168973752,0.1405
5490,-2.18,-2,52,2.6,224,1.135303083,1.089816913,0.04548617,0.00679
5492,-2.81,-2,41,2.3,224,0.868874714,0.779281844,0.08959287,-0.05246
5494,-3.5,-2.3,31,1.3,206,0.648673122,0.546242395,0.102430727,-0.04747
5496,-4.14,-2.6,22,1.4,187,0.513689986,0.444831828,0.068858158,-0.11848
5498,-4.52,-2.6,16,1.3,188,0.407386039,0.234613872,0.172772167,-0.13414
5499,-4.66,-2.7,15,3,192,0.30695658,0.130840158,0.176116422,-0.10416
5500,-4.93,-2.7,9,1.8,208,0.276608824,0.086326666,0.190282158,0.01986
5512,-13.81,-12.5,3,0.1,274,0.007743413,0.123661983,-0.11591857,-0.00397
5513,-13.81,-12.5,6,0,280,0.023213393,0.170053649,-0.146840256,-0.39758
5514,-13.77,-12.5,8,0.5,277,0.035536858,-0.190879774,0.226416632,-0.59215
5518,-13.66,-12.5,23,0.8,269,0.180102548,-0.232490533,0.412593081,-0.34545
5521,0.31,27.2,25,0,305,0.426271685,-0.050136239,0.476407924,-0.39368
5525,-13.08,-12.2,52,0.6,288,0.487119417,-0.139165994,0.626285411,0.04302
5527,-12.81,-12.2,59,0.7,275,0.614495877,0.519777543,0.094718334,0.03219
5530,-12.62,-12,62,0.8,280,0.636144661,0.465900115,0.170244546,-0.27681
5531,-12.58,-11.9,56,1.8,288,0.603854734,0.288968477,0.314886257,-0.36323
5534,-12.25,-11.6,61,0.6,274,0.657170919,0.255128922,0.402041997,-0.18072
5535,-12.23,-11.6,60,1.6,299,0.638215367,0.361134166,0.277081201,-0.35578
5537,-12.08,-11.5,70,0.8,287,0.810472943,0.30137846,0.509094483,-0.26528
5538,-11.93,-11.4,71,0.8,294,0.862920028,0.474703311,0.388216717,-0.27249
5539,-11.81,-11.4,73,0.6,271,0.948993986,0.548508269,0.400485717,-0.25942
5540,-11.72,-11.4,82,1,289,0.992275465,0.504432502,0.487842963,-0.44797
5541,-11.64,-11.4,84,0.9,273,1.065117905,0.683706291,0.381411614,-0.28032
5544,-11.16,-11.1,93,1.4,288,1.47189654,0.688533454,0.783363086,-0.7895
5545,-10.68,-11,89,0.8,288,1.393303897,1.22679078,0.166513117,0.0256
5550,-9.81,-10.7,137,0.7,278,2.080233556,1.043424055,1.036809501,-3.23167
5557,-2.64,-8.3,346,1.1,274,7.493518844,1.921317859,5.572200985,1.17238
5559,-2.1,-8.1,278,1.4,305,6.03521218,6.709059112,-0.673846932,3.62516
5561,-3,-8,315,2.5,302,6.252894635,6.230443208,0.022451427,-0.20749
5562,-2.72,-7.9,287,1.2,310,6.315934679,6.861114176,-0.545179497,1.00527
5563,-2.4,-8.1,298,0.6,338,6.174284958,5.890469812,0.283815146,-1.68458
5566,-0.29,-7.5,419,0.8,322,8.097670356,6.03115749,2.066512866,0.50447
5567,0.08,-7.3,421,1.9,351,8.502697599,7.954330354,0.548367245,1.03614
5570,1.2,-7.1,411,0.4,16,8.482921917,8.326798387,0.15612353,0.47474
5571,2.28,-6.7,419,0.8,266,8.620225282,8.006315219,0.613910063,0.19113
5573,2.57,-6.5,415,0,309,8.603867798,8.255826656,0.348041142,0.42396
5574,2.47,-6.3,407,1.3,329,8.471898352,7.641043135,0.830855217,0.32377
5575,2.3,-6.3,419,0,284,8.396587173,8.434446758,-0.037859585,0.7491
5577,3.79,-5.6,425,0.2,322,8.793784311,8.200754464,0.593029847,-0.27293
5579,3.87,-5.7,436,0.5,340,8.896016724,8.322098922,0.573917802,0.75651
5580,4.18,-5.4,441,0,294,8.856887313,8.457896068,0.398991245,0.18784
5582,4.72,-5.3,451,2.1,280,8.962619126,8.637809661,0.324809465,0.53843
5584,4.62,-5,460,0.5,324,9.179323287,8.61007801,0.569245277,0.08037
5587,4.1,-5,468,3.3,335,9.167617454,8.727202495,0.440414959,0.6373
5588,3.87,-4.8,480,2.2,260,9.479135206,8.847789841,0.631345365,0.28401
5590,4.99,-4.3,467,0.2,313,9.532371344,9.310344947,0.222026397,0.93093
5591,5.22,-4.4,473,0.8,298,9.333120318,9.160660917,0.172459401,0.14103
5592,6.16,-4.4,474,1.4,302,9.345084494,9.00214101,0.342943484,0.43866
5594,7.85,-3.6,483,0.4,302,9.685980681,9.099173089,0.586807592,0.28455
5597,7.95,-4.5,493,2.4,37,9.644233595,9.163838154,0.480395441,0.68178
5598,7.12,-3.6,463,1.7,276,9.738325718,9.34498686,0.393338858,1.29952
5599,7.06,-4,415,2.1,294,7.475327862,9.13950625,-1.664178388,-0.11566
5603,9.39,-3.6,513,0.7,295,10.0424227,7.382986517,2.659436183,-1.34778
5604,8.45,-3.8,529,1.1,335,10.03298413,9.747048463,0.285935667,3.63425
5605,7.6,-3.5,527,1.1,276,8.113857269,9.42640088,-1.312543611,-0.99754
5607,5.85,-4.4,516,1.6,3,10.58042171,8.923048129,1.657373581,0.75712
5608,5.39,-4,549,1.8,339,10.21243578,9.59027012,0.62216566,1.63946
5611,5.91,-4,161,3.3,13,7.743416974,9.229235661,-1.485818687,3.02842
5612,4.76,-4.5,145,1.6,285,3.078515451,5.582890507,-2.504375056,-0.9664
5614,1.24,-4,192,1.2,314,6.120771348,6.561119607,-0.440348259,0.08014
5616,1.47,-4.4,196,1.5,359,3.454755313,4.349918089,-0.895162776,-1.66698
5617,0.87,-4.2,363,1.7,287,5.808973441,4.772950784,1.036022657,0.62203
5618,1.08,-4.1,201,1.9,305,3.95112769,5.545855224,-1.594727534,-0.46304
5619,0.2,-4,360,2.7,350,3.673872195,3.874362282,-0.200490087,-0.72178
5620,1.26,-4.2,238,0.8,347,3.857375275,4.285406654,-0.428031379,-3.13566
5627,5.05,-2.7,490,0.8,284,7.703301605,3.303943177,4.399358428,-0.856
5628,4.78,-3.3,232,2.3,350,8.479367841,7.034754321,1.44461352,1.71325
5629,4.04,-3.1,193,1.6,306,8.432157295,6.694028643,1.738128652,2.56025
5630,3.26,-3.3,423,2.1,278,4.36941852,7.564069962,-3.194651442,1.80096
5631,3.51,-3.5,289,1.9,296,7.690380339,6.777484904,0.912895435,-3.05143
5633,5.24,-2.7,501,0.6,277,9.540160716,6.39625554,3.143905176,2.66834
5637,6.54,-2.5,326,0,259,6.869036688,8.762227684,-1.893190996,3.65806
5640,2.85,-3.2,207,1.1,298,3.328622318,6.583989271,-3.255366953,0.15262
5642,1.09,-3.3,188,1,285,2.741983142,4.98729285,-2.245309708,-1.34555
5645,-0.29,-3.6,194,2.1,290,2.729941621,3.357091293,-0.627149672,-3.70725
5646,-0.77,-3.7,450,2.1,332,6.45986522,3.024800315,3.435064905,-1.15195
5647,0.66,-3.5,297,2.2,4,6.802699574,6.181341366,0.621358208,1.33753
5651,3.74,-2.8,316,3.6,283,5.942047359,5.570251173,0.371796186,0.33046
5652,2.85,-2.9,287,4.6,286,5.422120588,5.928354775,-0.506234187,-0.0601
5655,2.1,-3,338,2.6,281,5.880285112,4.774854825,1.105430287,-0.43091
5658,2.06,-3.1,290,2.4,277,6.350437881,6.448825847,-0.098387966,0.48258
5660,2.18,-2.9,282,0.9,258,6.549163921,5.578071409,0.971092512,-0.54239
5662,2.72,-2.8,279,3.2,269,6.380864309,5.758881429,0.62198288,0.91678
5664,2.37,-2.9,252,1.1,326,6.145959983,5.822663744,0.323296239,0.59625
5671,1.49,-3.2,199,2.1,279,5.093610682,5.626491419,-0.532880737,0.52783
5672,1.62,-3.2,195,4.1,267,4.982926955,4.587604742,0.395322213,-0.14422
5675,0,-3.2,148,0,298,4.038099647,4.481316624,-0.443216977,0.51456
5676,0.1,-3.4,144,1.2,273,3.895737293,3.442019833,0.45371746,-0.53043
5678,-1.16,-3.3,115,0.3,293,3.199980768,3.304606958,-0.10462619,0.81553
5681,-2.02,-3.6,87,1.8,284,2.531006061,2.646593998,-0.115587937,-0.65193
5682,-2.18,-3.8,85,2.9,283,2.443913871,2.054475825,0.389438046,0.29669
5683,-2.62,-3.9,79,1.3,274,2.174182074,2.146945827,0.027236247,-0.18208
5684,-2.95,-4,66,1.1,287,1.986283319,1.851218068,0.135065251,0.07898
5685,-3.2,-3.9,60,0.1,287,1.837441772,1.500880567,0.336561205,-0.37954
5686,-3.33,-4,59,1.1,293,1.688228864,1.240123117,0.448105747,0.27254
5688,-3.77,-4.2,46,0,275,1.535273137,1.254795778,0.280477359,-0.01929
5689,-4.12,-4.2,36,0.9,282,1.18958768,0.980172169,0.209415511,0.28674
5690,-4.48,-4.5,14,2.2,295,1.006832518,0.739720376,0.267112142,-0.08762
5693,-5.43,-4.9,12,1.3,278,0.658506066,0.492115677,0.166390389,0.34333
5694,-6.12,-5.4,4,0.7,276,0.4931748,0.396765653,0.096409147,-0.18647
5695,-6.91,-5.6,1,0.8,293,0.342310791,0.061300292,0.281010499,0.07198
5703,0.01,0.1,1,0.1,1,0.379993053,-0.066889027,0.44688208,-0.09123
5705,-23.23,-19.4,7,1.2,284,0.186779347,-0.003911091,0.190690438,0.55392
5706,-22.79,-19.2,11,0.9,278,0.387907484,0.636634665,-0.248727181,-0.21797
5707,-22.33,-19.1,15,1.4,270,0.486382816,0.173613509,0.312769307,-0.30548
5712,-19.23,-18.3,39,2.3,286,1.291986333,0.751950812,0.540035521,-0.20996
5713,-18.62,-18.2,42,2.4,281,1.563479471,1.13014125,0.433338221,0.18807
5714,-17.66,-17.9,57,2,280,1.824620981,1.517879787,0.306741194,-0.04681
5715,-17.31,-17.8,60,2,280,1.93772809,1.767208444,0.170519646,-0.06883
5718,-15.68,-17.5,82,1.8,278,2.510493372,1.684254136,0.826239236,-0.68846
5725,-13.35,-16.7,123,2.6,263,3.654731324,2.321180965,1.333550359,0.66622
5726,-13,-16.5,130,2.6,280,3.807347683,3.692963084,0.114384599,0.64986
5728,-11.75,-16.2,153,2.5,263,4.351928769,3.931498933,0.420429836,0.11159
5732,-10.06,-15.2,183,4.2,279,4.99741948,4.387208961,0.610210519,0.40779
5735,-8.79,-15,212,4,276,5.46693708,5.152402325,0.314534755,0.70897
5736,-8.64,-14.9,216,4.4,279,5.566093156,5.651697741,-0.085604585,0.42825
5737,-8.12,-14.5,224,4.6,283,5.706844811,5.696036934,0.010807877,0.0964
5738,-7.89,-14.8,228,4,278,5.869329573,5.609687926,0.259641647,-9.38E-04
5740,-7.5,-14.4,245,6,269,6.085525936,5.696225863,0.389300073,0.15012
5741,-7.35,-14.3,255,4.4,300,6.302898468,5.953897765,0.349000703,0.27994
5742,-7.23,-14,265,5.3,278,6.398638,6.209943005,0.188694995,0.1887
5744,-6.87,-13.7,279,6.2,280,6.743436077,6.308003344,0.435432733,0.1364
5746,-6.54,-13.3,295,3.9,277,6.941498302,6.625050047,0.316448255,0.29683
5749,-6.31,-13.2,320,4.6,286,7.331832121,6.868608248,0.463223873,0.28901
5750,-6,-12.7,331,4.3,284,7.459358822,7.311474909,0.147883913,0.4948
5751,-6.18,-12.7,335,4.7,267,7.582202638,7.381963382,0.200239256,0.15029
5753,-5.52,-12.7,349,5.2,280,7.73962875,7.507075404,0.232553346,0.25944
5756,-4.14,-11.8,369,5.1,276,8.033216138,7.611097053,0.422119085,0.19288
5758,-4.16,-11.5,374,4.5,287,8.132135462,7.925681449,0.206454013,0.51321
5760,-4.6,-11.3,388,3.6,281,8.233660289,8.090651185,0.143009104,0.14262
5762,-3.93,-11.2,397,3.6,281,8.574707774,8.242524157,0.332183617,0.22411
5765,-4.54,-10.7,408,4.4,283,8.890595546,8.425418455,0.465177091,0.34363
5766,-4.12,-10.9,422,6.1,277,8.905301911,8.754005356,0.151296555,0.5742
5767,-3.87,-10.7,432,4.5,288,9.037910579,8.874345899,0.16356468,0.29211
5768,-3.91,-10.7,442,4.3,276,9.181156239,9.095351526,0.085804713,0.35706
5772,-3.75,-10.4,459,3.3,284,9.568901855,9.178637799,0.390264056,0.25235
5773,-3.7,-10.2,461,3.1,282,9.554334258,9.582018797,-0.027684539,0.68234
5775,-3.47,-10.1,469,5.5,277,9.625455512,9.565395455,0.060060057,0.00553
5777,-3.16,-10.1,474,4.1,288,9.800993929,9.595216114,0.205777815,0.52818
5778,-2.35,-9.9,481,4,280,9.772544176,9.741296777,0.031247399,0.09289
5780,-2.23,-10,493,2.9,286,10.06663891,9.81153554,0.25510337,0.50395
5782,-2.43,-10,497,3.9,290,10.06690988,10.13349208,-0.066582197,0.1265
5784,-1.98,-9.3,508,4,307,10.4076752,10.02270792,0.384967276,0.3777
5785,-2.04,-9.2,513,4.2,283,10.35654418,10.38749562,-0.030951444,0.39692
5786,-1.75,-9.1,515,2.3,289,10.54913151,10.39494577,0.154185737,0.37256
5787,-2.23,-9.4,519,3.7,268,10.62298756,10.72302124,-0.100033678,0.33942
5789,-1.62,-9.3,522,3,280,10.65257989,10.56030206,0.092277826,0.26642
5792,0.64,-9.2,525,4.8,278,10.56684266,10.69666501,-0.12982235,0.29235
5795,-0.39,-9.4,529,5.1,287,10.508663,10.41890709,0.089755909,0.01126
5798,-0.66,-8.8,532,4,286,10.78220505,10.53310834,0.249096705,0.28367
5800,0.06,-8.9,539,3.6,279,10.89652298,10.76410435,0.132418631,0.34337
5803,1.2,-9.2,546,3.8,289,10.9478307,10.90784337,0.03998733,0.44327
5805,0.55,-8.9,546,6.4,277,10.87301597,10.98068866,-0.107672694,0.21952
5807,0.74,-8.9,545,4.2,277,10.91272434,10.78526137,0.127462968,0.29013
5808,1.33,-9.5,545,7.7,278,10.85943036,10.972503,-0.113072638,0.24382
5811,0.3,-9.1,539,3.3,268,10.8657744,10.62117356,0.244600844,0.27198
5812,1.06,-8.5,533,3.3,284,10.76720232,11.01923251,-0.252030195,0.52551
5813,1.03,-8.7,531,3.3,286,10.74562826,10.8567648,-0.111136544,0.00803
5814,1.29,-9,531,5.4,280,10.62056904,10.65602728,-0.035458241,0.22388
5815,1.34,-8.5,529,3.9,277,10.59150518,10.50181849,0.08968669,0.07896
5819,1.56,-8.9,525,4.9,282,10.60488205,10.59485174,0.010030312,0.36733
5821,1.1,-8.8,520,4.2,285,10.42261438,10.46714863,-0.044534251,0.17233
5822,0.22,-8.9,522,6.1,274,10.40022261,10.43617711,-0.035954498,0.225
5823,0.05,-9.1,520,5.1,278,10.45513646,10.33621317,0.118923287,0.32256
5826,0.12,-9.4,505,5.8,274,9.902697106,10.36662088,-0.463923772,0.39362
5831,0.28,-8.3,498,3,262,9.965337532,9.930556591,0.034780941,-0.23254
5832,0.06,-8.4,491,2.4,267,9.978941775,10.05930951,-0.080367733,0.47669
5833,0.24,-8.3,490,4,262,9.633204929,9.800926975,-0.167722046,-0.17914
5835,1.33,-8.5,485,7.9,270,9.695048112,9.593674495,0.101373617,0.24085
5839,-0.52,-9.1,470,5.3,284,9.507349489,9.297596021,0.209753468,0.07216
5841,-1.64,-8.7,462,4.7,289,9.118989945,9.265898876,-0.146908931,0.99643
5848,-1.12,-9.2,409,7.5,282,8.359875001,9.21653753,-0.856662529,-0.11792
5849,-1.39,-8.6,410,5.4,274,8.255456476,8.409729612,-0.154273136,0.17142
5850,-2.79,-8.8,353,4.7,272,7.347072866,8.1514298,-0.804356934,-0.43195
5854,-3.69,-9.9,364,6.8,281,7.490365045,7.122059129,0.368305916,-0.41577
5856,-3.85,-10,327,6.7,273,6.987433452,7.267256711,-0.279823259,0.04284
5858,-5.02,-9.9,314,7.4,277,6.665587302,6.550792463,0.114794839,-0.45913
5859,-4.96,-10,303,7,275,6.607601758,6.438107407,0.169494351,-0.04543
5860,-5.17,-9.9,302,5.1,281,6.489799316,6.241487749,0.248311567,-0.08054
5862,-5.54,-10,286,8.4,278,6.24216704,6.201241545,0.040925495,0.33046
5863,-5.25,-10,270,4.4,279,5.532793362,5.972631687,-0.439838325,-0.17375
5864,-5.87,-9.9,270,4.8,279,5.71455944,5.412942767,0.301616673,-0.58124
5865,-5.98,-9.7,271,4.9,275,5.840879766,5.359681683,0.481198083,0.13514
5867,-5.87,-10.2,264,7.8,281,5.687911526,5.424225273,0.263686253,0.09367
5868,-6.41,-10.2,247,6.8,289,5.663175572,5.423779641,0.239395931,0.54048
5872,-7.2,-10.2,216,5.6,282,4.91498252,5.33061074,-0.41562822,0.30481
5874,-7.83,-10.5,192,4.5,267,4.418103501,4.657525133,-0.239421632,-0.02636
5877,-8.79,-10.7,167,5.5,264,3.816664076,4.067867551,-0.251203475,-0.14221
5881,-9.25,-11.1,136,7.5,271,3.468858432,3.499026994,-0.030168562,-0.25983
5882,-9.56,-11.1,131,8.6,275,3.282163889,3.093016043,0.189147846,-0.14054
5883,-9.73,-11.2,116,7.3,277,3.044811028,3.042397797,0.002413231,0.26108
5889,-11.06,-11.6,84,7.1,270,2.342034351,2.761135782,-0.419101431,-0.17833
5890,-11.27,-11.6,78,6.9,277,2.225271839,2.132549961,0.092721878,-0.42388
5891,-11.43,-11.7,74,6.2,278,2.102051931,1.87088327,0.231168661,-0.05852
5893,-11.96,-11.9,57,5.7,272,1.67417334,1.739834702,-0.065661362,0.09711
5896,-12.6,-12.1,46,6.3,285,1.202093858,1.381490755,-0.179396897,-0.2145
5897,-12.91,-12.3,31,6.7,275,1.084657202,1.031409545,0.053247657,-0.24439
5898,-13.16,-12.4,19,6.3,292,0.88978939,0.826125039,0.063664351,0.03902
5905,-14.58,-12.9,1,5.8,273,0.106449618,0.752806794,-0.646357176,-0.10406
5907,-14.94,-13.2,0,3.7,277,0.032835551,0.149625507,-0.116789956,-1.11688
5913,0.01,0.1,1,0.1,1,0.379993053,-0.081359795,0.461352848,-0.52487
5916,0.01,0.1,1,0.1,1,0.379993053,-0.225378396,0.605371449,-0.59565
5917,-22.58,-19.5,12,0,258,0.473427634,0.005068223,0.468359411,0.37953
5918,0.01,0.1,1,0.1,1,0.379993053,0.668076318,-0.288083265,-0.61289
5920,-19.06,-16.6,15,0.8,284,0.587698036,-0.259497851,0.847195887,-0.3005
5921,-18.33,-16.4,19,0.5,275,0.838188711,0.838056362,0.000132349,-0.07383
5922,-17.85,-16.2,25,0.6,275,0.947267846,0.489310096,0.45795775,-0.431
5924,-16.45,-16,30,0,288,1.431269408,1.106517998,0.32475141,-0.32854
5926,-15.44,-15.4,52,0.4,289,1.744576896,1.012542715,0.732034181,-0.22367
5927,-15.14,-15.2,56,0.6,284,1.863145162,1.539452861,0.323692301,-0.12477
5929,-13.73,-14.9,71,1,271,2.414396727,1.571833555,0.842563172,-0.19877
5930,-13.08,-14.5,83,1.3,283,2.60640414,2.175661314,0.430742826,0.30654
5931,-12.43,-14.5,86,1.4,282,2.852129139,2.461973094,0.390156045,-0.04234
5932,-11.93,-14,99,1.6,285,3.002862173,2.610201211,0.392660962,0.12336
5933,-11.56,-13.8,102,1.9,282,3.164710884,2.901963019,0.262747865,-0.00211
5935,-10.68,-13.2,114,1.8,284,3.514543701,2.954624389,0.559919312,-0.12243
5936,-10.14,-12.8,126,2.3,274,3.650816425,3.375333293,0.275483132,0.66774
5939,-9.98,-12.6,130,1.6,273,2.858739106,3.543164116,-0.68442501,-0.73266
5940,-8.27,-11.7,154,1.4,280,4.386506565,2.767457027,1.619049538,-0.94581
5943,-6.89,-11.1,182,1.1,276,4.959895593,4.045968929,0.913926664,0.89474
